0,企业微信认证介绍 ,"[TOC]
### 一、企业微信认证介绍基本说明
1、企业微信认证提供更安全、更严格的真实性认证，也能够更好地保护企业及用户的合法权益；
2、审核通过后可获得多功能，如对外名片可展示“已认证”标识等；
3、企业微信认证的审核是委托第三方审核公司来审核的，因此需收取一笔审核服务费用，作为认证审核服务的成本。审核服务费用：300元/次；

注意：
1、仅支持中国大陆的企业、政府和组织进行认证；
2、每申请一次认证，无论成功或失败，我们都需要自行或委托第三方提供认证审核服务，因此都需要支付审核服务费；
3、政府以及部分组织类型的企业微信帐号，免收审核服务费用；
4、企业微信认证每次有效期为一年，每年到期后需要重新认证；

### 二、企业微信认证与主体验证的区别
------------

**认证后可获得的功能如下：**
![](https://wework.qpic.cn/wwpic/61105_OAIiUNhsTViWCd1_1597191715/0)
温馨提示：
1、通过已微信认证的微信公众号授权验证，可获得与企业微信认证同等的能力。"
0,企业客户标签介绍,"[TOC]
## 1.什么是企业客户标签

企业客户标签分为
1）超级管理员设置的企业标签 ；2）一级业务负责人设置的规则组标签

超级管理员可以在管理端或手机端添加 “企业标签” ，以便企业成员给添加的客户打上企业标签，方便分类查看。
一级业务负责人可以在手机端添加 “规则组标签” ，以便管理规则范围内的成员给其添加的客户打标签的时候使用。

## 2.在哪里设置企业客户标签

1、超级管理员设置企业标签
1）管理后台 - 客户联系 - 企业客户标签；
2）手机端工作台 - 客户联系 - 配置 - 企业客户标签。

2、一级业务负责人设置规则组标签
手机端工作台 - 客户联系 - 配置 - 企业客户标签

## 3.如何配置/使用规则组标签

1. 企业的超级管理员按照企业的各条业务线设置一级管理规则。
![](https://wework.qpic.cn/wwpic/762686_-5ftFyqdTraPYaC_1629728194/0)
2. 一级业务负责人在「工作台-企业客户标签」中为当前的业务线配置规则组标签，该管理规则下的管理范围内的成员可使用。
![](https://wework.qpic.cn/wwpic/481539_8y67I64rTianH6-_1629728306/0)
3. 管理规则范围内的成员在给客户打标签的时候，可以选择规则组标签使用。
![](https://wework.qpic.cn/wwpic/78279_8AF9j9sHQhKh011_1629728570/0)

## 4.管理规则组标签

超级管理员可以在管理端和手机端查看、修改、删除规则组标签，但是不能往规则组里新增标签。
如需往规则组新增标签，可使用企业内部接口API进行调用：
[查看接口](https://work.weixin.qq.com/api/doc/90000/90135/94882 ""查看接口"")

一级业务负责人可以直接在手机端新增、查看、修改、删除规则组标签。

## 5.企业客户标签数量上限

每个企业的企业客户标签上限为3000个（包含企业标签和规则组标签合计数）。
标签组数目上限100组，每个组里面限制100个标签。
标签名称支持15个字符。

## 6.常见问题

**1.为什么在企业客户标签中找不到配置规则组标签的入口？**
①请确认操作人是一级业务负责人。
②请确认超级管理员在「管理规则 - 管理权限」中已经开启「配置企业客户标签」的权限开关。

**2.为什么成员在给客户打标签时，看不到规则组标签？**
请确认成员在该规则组标签对应的管理规则的管理范围内。
路径：工作台 - 客户联系 - 配置 - 管理规则 -管理范围。

**3.为什么成员在标签筛选的时候无法筛选出规则组标签？**
如果成员曾经在管理规则A的管理范围，后续转移到管理规则B的管理范围，则在标签筛选的时候，只能按照成员当前所在规则组B的标签进行筛选。"
0,如何设置打卡规则？,"[TOC]
### 添加打卡规则
设置入口：【管理后台】>【企业应用】>【打卡】>【上下班打卡】>【设置】>【添加规则】查看
1 / 选择规则类型
![](https://wework.qpic.cn/wwpic/235101_A8GzfnOATIWalLL_1630051919/0)
- 在上下班打卡中，有三种打卡规则可选：
- 固定时间上下班：员工按照相同时间打卡，适合办公时间固定的上班族。
- 按班次上下班：员工按照各自排班时间打卡，适合分早/晚班办公的企业或部门。
- 自由上下班：员工无打卡时间限制，可随时打卡并记录工作时长，只统计旷工。适合上下班时间不固定的企业或部门。
2 / 添加打卡人员
![](https://wework.qpic.cn/wwpic/767339_ao3zP-p5QcK2LsZ_1630052147/0)
- 打卡人员是指适用于该条打卡规则的部门和成员。你可以对根据工作性质和工作内容，对不同部门的成员设置适合他们的打卡规则。如需要“三班倒”的设备运维部门按班次上下班，而办公时间更灵活的销售部使用自由上下班等。
- 领导或者特殊员工可在此通过配置白名单，不参与打卡。
- 3/ 选择打卡方式
- 手机打卡
- 打卡人员直接使用手机作为打卡设备，可通过手机定位、连接指定Wi-Fi来确定打卡范围，相比传统打卡更加自由灵活。
- 智能考勤机
- 打卡人员需要到指定的企业微信智能考勤机打卡，打卡记录在考勤机联网时可实时同步到企业微信，可随时在手机和电脑查看记录。
- U盘导入
- 对于使用传统U盘考勤机的用户，在企业微信通讯录导出到考勤机后，可定期导入打卡记录到企业微信，并按照设置的打卡规则核算打卡记录。
![](https://wework.qpic.cn/wwpic/504656_FRQoINvYQOyjpnX_1630052876/0)
4 / 设置打卡地点和打卡范围
- 在打卡地点的选择上，若打卡方式为手机打卡，企业微信会通过确认打卡人打卡位置，或判断打卡人是否连上办公地点的WIFI为主要依据，满足其中任意一项即可打卡；若为智能考勤机打卡，打卡人员则只能在指定考勤机上进行打卡。
- 添加打卡位置：
- 在地图中添加企业办公地点为打卡地点，以该地点为中心，100至300米范围内均可成为打卡有效范围，员工携带安装有企业微信的手机进入这个指定区域，即可用手机打卡。
- WIFI打卡：
- 添加办公地点的WIFI，员工手机连上此WIFI即可打卡。添加WIFI需提交WiFi的MAC地址/bssid，你可向你的网络IT管理员询问，也可以用手机连上需要添加的WIFI后用最新版的企业微信手机客户端扫描添加WIFI页面上的二维码来获取地址，快捷添加。
![](https://wework.qpic.cn/wwpic/756430_b6QIcfacQmGc98__1630053037/0)
- 智能考勤机打卡：
- 若打卡方式为智能考勤机，则需要根据设备名称选择具体的考勤机，该规则下的打卡人员只能在指定考勤机上打卡。每台考勤机有相应的人数上限，不能选择人数超限的考勤机作为打卡设备。
![](https://wework.qpic.cn/wwpic/222616_srwVc91fTb-0c9v_1630053104/0)
5 / 设置打卡时间
![](https://wework.qpic.cn/wwpic/154924_A6KEwwxYRSef5Yi_1630053168/0)
添加企业的上下班时间，你还可以在高级设置中设置允许迟到、早退的分钟数等，设计更人性化的打卡方式。

6 / 关于外出打卡
与上下班打卡不同，外出打卡是一种特殊的打卡方式，它适合出差外勤等无法在办公区域打卡的成员。配置外出打卡规则后，外出人员只需要在企业微信手机客户端中上传位置定位和拍照来作为打卡依据。为保证打卡的真实性，管理员可设置添加的照片只能通过拍照来提交，防止作弊。

### 设置特殊打卡规则
为适应不同企业和员工的个性需求，你可以在管理后台对添加的打卡规则进行特殊设置。如设置拍照打卡、补卡申请，添加特殊日期打卡等。

设置入口：【管理后台】>【企业应用】>【打卡】>【上下班打卡】>【设置】查看

1 / 拍照打卡
为防止员工打卡作弊，可设置打卡时必须拍照。
设置方法：在添加规则页面底部勾选“员工打卡必须拍照”。
设置异常打卡时提交的备注图片只能拍照上传。
设置方法：在添加规则页面底部勾选“备注不允许上传本地图片，只能拍照”。
![](https://wework.qpic.cn/wwpic/773713_FlkDkqZqRQWAZWN_1630053236/0)
2 / 补卡申请
员工因为特殊情况迟到/早退时，可提交补卡申请，审批通过后可智能校准打卡状态。
设置方法：在添加打卡规则的页面底部勾选“员工异常打卡时可提交申请，审批通过后修正异常”。设置后，【补卡申请】将会出现在【审批】应用中，员工提交补卡申请，上级审批通过后，会自动将异常打卡状态校正为正常。
![](https://wework.qpic.cn/wwpic/893064_G3wNuc4cQ5qYhIn_1630053298/0)
3 / 特殊日期打卡
除常规打卡时间，你可以根据公司的特殊放假安排（如公司周年庆、年会、集体团建等），设置必须打卡或者不用打卡的日期，人性化打卡方式更受员工的欢迎。
设置方法：在添加打卡规则页面，点击特殊日期的添加按钮。选择需要打卡的日期、时段和打卡事由。如需添加多个时间，可新增时段。设置不用打卡日期的方法同上。
如果公司在非工作日有加班需求，也可设置非工作日允许打卡，员工可自由签到，记录工作时长。
设置方法：在添加打卡规则页面，勾选“非工作日允许打卡”。
![](https://wework.qpic.cn/wwpic/32454_nt9Sn_GeT0uvK_a_1630053358/0)
4 / 设置打卡提醒
在新打卡方式的普及期间，有些员工可能会忘记打卡。为避免这种情况，你可以设置打卡提醒，在打卡时间准点或提前提醒员工打卡。
设置方法：在【添加打卡规则页面】>【提醒】的下拉列表中，选择提醒时间。届时员工的企业微信将在指定时间收到打卡提醒。
![](https://wework.qpic.cn/wwpic/367855_RJU3uGlITg6czBU_1630053411/0)
5 / 设置打卡应用的可见范围
可见范围是指在手机中可以看到打卡应用并使用该应用的人群范围。你可以在打卡应用首页进行配置。点击【修改】，从通讯录列表中选择部门和成员即可。系统默认打卡应用为所有人可见。
![](https://wework.qpic.cn/wwpic/792076__3KQqhWSRK-egI4_1630053463/0)
"
0, 设置审批抄送人,"登录管理后台，点击【应用管理】->【审批】->【添加模板】/【已有的审批模板】->【规则设置】->【审批流程】->【设置】->点击【抄送人】或者点击+号添加抄送人，即可设置。
若管理员未勾选“提交申请时，员工不可修改固定抄送人”；或者在审批流程中添加了“申请人自选”的流程，则成员在申请审批时可手动添加抄送人。
1.指定范围
选择指定的成员或者标签，将在流程流转到此节点时抄送给这些人。
2.指定上级
指定一个层级的上级，将在流程流转到此节点时抄送给申请人对应的上级。
从下至上：即从申请人直接上级开始，从下级部门往上级部门计算，第三级上级级别高于第二级上级。
从上至下：即从申请人的最高层上级开始，从最高上级往下级部门计算，第二层上级级别高于第三层上级。
3.申请人自选
申请人可以在管理员设置的基础上，自行添加抄送人，将在流程流转到此节点时抄送给这些人。
4.抄送给申请人本人
在流程流转到此节点时抄送给申请人本人。

![](https://wework.qpic.cn/wwpic/935164_ZO7T92U5Rumuv-L_1592453328/0)
![](https://wework.qpic.cn/wwpic/285064_EcHq4OVhTnmkUJ7_1592454082/0)"
0,企业微信的群聊人数上限是多少/群聊最多支持多少人,"目前内部群聊人数最多支持2000人，群个数无上限。
[全员群](https://open.work.weixin.qq.com/help2/pc/cat?person_id=0&is_tencent=&doc_id=15895 ""全员群"")人数最多支持10000人。
企业微信用户创建的外部群人数最多支持500人。
微信用户创建外部群聊，人数上限为200。


"
0,如何实名认证？,"企业微信支持中国大陆以及港澳台及海外地区的用户进行实名认证。目前有两种方式可以实名认证。
一、如果你微信进行了实名认证，则绑定微信后，自动同步实名信息。
二、如果你微信未实名认证，你可以通过活体认证的方式进行实名认证。（活体认证仅支持中国大陆用户）
三、如果以上两种方式都无法完成，则最后可通过提交身份证等资料进行人工审核实名认证。
![](https://wework.qpic.cn/wwpic/623954_k79MQ2FbTXafMPC_1626057002/0)"
0,电脑端登录相关问题,"[TOC]
### 1.下载与登录
打开[官网](https://work.weixin.qq.com/ ""官网"")选择下载即可下载Windows桌面端、Mac桌面端版的企业微信。
下载安装企业微信后，打开企业微信，电脑端企业微信需要使用手机端企业微信app扫一扫进行登录。
![](https://wework.qpic.cn/wwpic/152241_985YZVFMRKGYWaE_1643098638/0)
系统版本要求：
Windows：需win7或以上的系统。
MAC：需要os x 10.11或以上。
###2.公司内部网访问企业微信
企业微信是saas服务，公司内部办公PC在网络不能直接访问公网的情况下，要使用企业微信，目前只能通过代理的方式。具体方案是企业自行部署代理，并且开通代理机器访问企业微信所有服务器IP和端口权限（最新IP端口列表），然后内部办公PC配置代理访问。
[点击这里获取最新的IP和端口列表](https://res.mail.qq.com/zh_CN/wework_ip/latest.html ""点击这里获取最新的IP和端口列表"")
### 3.设置代理
（1）windows版本设置代理
在登录界面—右下角设置—即可进行设置代理
![](https://wework.qpic.cn/wwpic/888113_RqiVqStjQ3GgdUj_1643099447/0)
（2）mac版本设置代理
在登录界面—顶部菜单—网络设置即可进行设置
![](https://wework.qpic.cn/wwpic/998669_O7IwcZbWTeqxGAd_1643099498/0)

"
0,收不到公告,"如果在企业微信内收不到系统的公告消息，请与管理员核实是否为以下原因
- 公告的应用可见范围是否有设置自己。
- 公告的发送范围是否有包含自己。

注意：企业微信的公告暂不支持在微信插件（原企业号）接收。
![](http://p.qpic.cn/pic_wework/113239357/6a6c9a7a6b038c9264ad8c90023ee9c5c8b1d9c18f88aa43/0)"
0,成员如何寻找创建人（管理员）,"###成员如何寻找创建人（管理员）
登录企业微信APP，右划点击头像，【个人信息-所属企业-创建人】可联系企业创建人。
![](https://wework.qpic.cn/wwpic/323655_GPkdZlZFQGKzCog_1642514175/0)"
0,得力3960WX 使用指南,"![](https://wework.qpic.cn/wwpic/265690_K6Ht0HUxSYmVd1p_1638353900/0)
参数
指纹容量	1000枚
记录容量	10万条
通讯方式	 WIFI

**考勤机操作-联网**
1、考勤机菜单MENU-【网络设置】>【扫描网络】选择可用网络输入密码连接；
1.1自动分配IP地址：【网络设置】>【动态IP分配】选择【是】
1.2手动配置IP地址：【网络设置】>【动态IP分配】选择【否】，手动输入IP地址、子网掩码、网关、DNS
（考勤机仅支持连接2.4GHZ网络频率，不支持连接需要网页验证的网络）

**考勤机操作-管理设备**
考勤机菜单MENU-【高级设置】>【机器设置】
1、音量调节：对机器的音量进行调节，范围为 0-7，可按数字键直接编辑。系统默认为 5。
2、重复考勤无效时间：可编辑 1-255 分钟，0 显示的是“否”。如果设置为 5 分钟，说明在 5 分钟内重复考勤无效。系统默认为 0 分钟（设置之后该时间内的打卡不会被记录）
3、采集仪校正：对采集仪进行校正。
4、修改管理密码：（绑定企业微信后才可修改，首次使用设备默认设备密码为：123456）
设置密码后进入菜单需要输入密码 或 在手机端设备显示已连接状态有管理权限的管理员扫描设备二维码验证才能进入考勤机菜单。
![](https://wework.qpic.cn/wwpic/177209_BoYuVPTLRnKM0TJ_1638355368/0)

**手机端操作-绑定设备**
设备联网后打开企业微信扫一扫考勤机显示屏的二维码，添加可用范围人员之后操作绑定设备使用；
可用范围人员指允许在此台设备打卡的人员，需要在此台设备打卡的人员则添加到此台设备可用范围内
![](https://wework.qpic.cn/wwpic/85284_E_4BxWzTStuuXLR_1638355589/0)
**考勤机状态**
![](https://wework.qpic.cn/wwpic/648442_05mcRIEzRRyImy7_1638440271/0)

**手机端操作-录入指纹**
1、管理员操作录入-在设备录入
设置入口： 【手机端】>【工作台】>【管理企业】>【设备管理】>【设备详情】>【指纹信息】

在设备详情显示已连接状态下管理员在手机端操作；选择成员录入，在考勤机上根据提示录入指纹：同一个手指按放 3 次，等显示“指纹登记成功”后界面自动跳回，每个员工最多可登记 3 个指纹，按OK键继续登记第二个指纹，不需要则按ESC退出。
如需重新录入或录入完成后需录入第二个指纹，需先操作移除指纹再录入；

2、员工录入-在设备录入
设置入口： 【手机端】>【工作台】>【管理企业】>【设备管理】>【设备详情】>【员工录入】开启自助录入开关
开启自助录入后企业成员可自行使用企业微信扫一扫设备上的二维码，根据考勤机提示操作录入指纹；.
![](https://wework.qpic.cn/wwpic/138714_wF80EakiSQOL2VC_1638356774/0)
开启自助录入后的设备显示
![](https://wework.qpic.cn/wwpic/769919_IU9RW2QYS9uUsjW_1638356720/0)

**手机端操作-管理设备**
绑定智慧硬件后，超级管理员和具有硬件管理权限的分级管理员，可在移动端和管理后台查看和管理设备。
移动端设置入口：【移动端】>【工作台】>【管理企业>【设备管理】
管理端设置入口：【管理后台】>【管理工具】>【设备管理】
1 / 备注名称
用于区分不同设备，也会显示在与设备相关的应用当中。
2 / 升级固件
当智慧硬件的固件有新版本时，可在此更新；建议尽可能使用最新版的硬件固件，以修复历史缺陷、体验新功能。
3 / 关于此设备
了解设备名称、型号、SN编码、品牌、制造商、官网等信息，也可在此联系设备供应商客服。
4 / 移除此设备
移除后，设备将会与企业解绑，设备内的成员身份信息将被抹除，但不影响使用企业内其他包含身份信息的硬件。
"
